order_id,customer_id,order_date,status,region_code
ORD00184,CUST0549,2025-07-11 13:26:42,DELIVERED,NORTH
ORD00185,CUST0093,2025-07-21 13:26:06,RETURNED,NORTH
ORD00186,CUST0297,2024-11-11 12:52:48,PLACED,WEST
ORD00187,CUST0307,2025-08-29 00:09:29,DELIVERED,EAST
ORD00188,CUST0449,2024-10-21 07:44:54,SHIPPED,CENTRAL
ORD00189,CUST0399,2024-04-07 20:32:07,DELIVERED,WEST
ORD00190,CUST0461,26-01-2024 12:07:05,PLACED,NORTH
ORD00191,CUST0217,2026-03-23 15:18:49,DELIVERED,CENTRAL
ORD00192,CUST0594,2024-12-27 22:20:05,PLACED,SOUTH
ORD00193,CUST0020,2026-01-02 00:20:28,DELIVERED,SOUTH
ORD00194,CUST0134,2024-01-23 07:34:25,PLACED,EAST
ORD00195,CUST0100,2025-12-09 15:47:39,CANCELLED,NORTH
ORD00196,CUST0109,2024-06-26 08:55:37,DELIVERED,SOUTH
ORD00197,CUST0208,2025-10-24 02:18:54,CANCELLED,WEST
ORD00198,CUST0590,2026-04-28 00:03:37,CANCELLED,SOUTH
ORD00199,CUST0178,2025-06-05 04:29:08,SHIPPED,WEST
ORD00200,CUST0379,2026-05-09 16:32:08,SHIPPED,CENTRAL
ORD00201,,2024-06-04 07:04:17,DELIVERED,WEST
ORD00202,CUST0017,2026-01-26 11:27:48,PLACED,NORTH
ORD00203,CUST0291,2025-10-08 13:53:23,DELIVERED,WEST
ORD00204,CUST0212,2024-08-10 06:42:07,DELIVERED,WEST
ORD00205,CUST0179,2024-02-28 10:37:13,DELIVERED,CENTRAL
ORD00206,CUST0309,2025-06-24 08:55:15,DELIVERED,SOUTH
ORD00207,CUST0543,2024-05-28 15:21:09,CANCELLED,CENTRAL
ORD00208,CUST0476,2024-11-19 06:51:17,SHIPPED,SOUTH
ORD00209,CUST0486,2026-02-11 20:41:51,DELIVERED,NORTH
ORD00210,CUST0373,2025-03-18 19:58:32,SHIPPED,CENTRAL
ORD00211,CUST0465,2024-03-08 06:59:34,PLACED,CENTRAL
ORD00212,CUST0030,2026-01-23 12:23:58,PLACED,SOUTH
ORD00213,CUST0594,2025-05-21 09:07:43,DELIVERED,EAST
ORD00214,CUST0113,2025-05-21 15:05:26,SHIPPED,WEST
ORD00215,CUST0385,2024-12-08 18:54:14,DELIVERED,NORTH
ORD00216,CUST0149,2024-12-01 19:13:16,DELIVERED,WEST
ORD00217,CUST0469,2024-10-28 14:37:12,RETURNED,SOUTH
ORD00218,CUST0033,2026-06-02 09:23:56,PLACED,WEST
ORD00219,CUST0176,2025-06-17 17:26:31,SHIPPED,SOUTH
ORD00220,CUST0175,2026-06-17 01:55:46,CANCELLED,NORTH
ORD00221,CUST0535,2026-01-29 23:11:50,SHIPPED,WEST
ORD00222,CUST0286,2024-01-23 12:44:34,DELIVERED,SOUTH
ORD00223,CUST0445,2026-06-19 04:05:48,RETURNED,SOUTH
ORD00224,CUST0006,2025-10-10 23:39:48,PLACED,WEST
ORD00225,CUST0517,2024-02-22 05:27:54,DELIVERED,NORTH
ORD00226,CUST0247,2024-05-09 01:52:35,PLACED,WEST
ORD00227,CUST0136,2025-07-10 18:19:56,DELIVERED,NORTH
ORD00228,,2025-04-18 13:07:56,DELIVERED,CENTRAL
ORD00229,CUST0025,2025-12-07 13:41:38,PLACED,WEST
ORD00230,CUST0380,2025-12-22 06:12:05,PLACED,NORTH
ORD00231,CUST0341,04-04-2026 18:08:40,DELIVERED,EAST
ORD00232,CUST0556,2026-06-12 14:06:18,DELIVERED,NORTH
ORD00233,CUST0344,2024-03-26 03:31:38,RETURNED,EAST
ORD00234,CUST0114,2025-08-17 21:35:49,DELIVERED,EAST
ORD00235,CUST0573,2024-04-14 02:09:41,DELIVERED,SOUTH
ORD00236,CUST0245,2026-04-18 07:00:26,DELIVERED,CENTRAL
ORD00237,CUST0215,2024-12-16 04:54:32,CANCELLED,CENTRAL
ORD00238,CUST0284,2024-03-25 14:24:57,DELIVERED,WEST
ORD00239,CUST0126,2025-12-31 08:58:43,DELIVERED,CENTRAL
ORD00240,CUST0463,2025-07-25 21:28:19,RETURNED,NORTH
ORD00241,CUST0469,2024-05-15 15:06:22,CANCELLED,EAST
ORD00242,CUST0079,2024-06-18 21:25:11,PLACED,SOUTH
ORD00243,CUST0210,2026-03-19 20:38:31,PLACED,WEST
ORD00244,CUST0555,2024-07-24 02:20:13,DELIVERED,NORTH
ORD00245,CUST0065,2024-02-04 05:35:04,SHIPPED,CENTRAL
ORD00246,CUST0422,2026-06-17 23:40:17,DELIVERED,EAST
ORD00247,CUST0543,2026-05-02 00:23:44,DELIVERED,SOUTH
ORD00248,CUST0314,2024-09-23 18:49:26,SHIPPED,EAST
ORD00249,CUST0049,2024-08-18 10:27:14,DELIVERED,SOUTH
ORD00250,CUST0165,2026-04-11 14:03:09,RETURNED,SOUTH
ORD00251,CUST0120,2024-03-04 22:14:14,DELIVERED,WEST
ORD00252,CUST0189,2024-11-14 16:44:46,PLACED,EAST
ORD00253,CUST0152,2025-08-02 07:16:35,RETURNED,CENTRAL
ORD00254,CUST0026,2025-09-20 11:10:36,DELIVERED,WEST
ORD00255,CUST0160,2024-01-07 16:06:11,DELIVERED,CENTRAL
ORD00256,CUST0303,2026-01-06 04:40:13,RETURNED,CENTRAL
ORD00257,CUST0579,2025-11-17 18:53:20,PLACED,WEST
ORD00258,CUST0143,2026-05-05 21:16:38,PLACED,CENTRAL
ORD00259,CUST0457,2025-07-09 04:35:50,PLACED,SOUTH
ORD00260,CUST0228,2025-03-07 17:52:33,PLACED,WEST
ORD00261,CUST0090,2026-03-06 00:49:18,DELIVERED,CENTRAL
ORD00262,CUST0058,2025-07-14 21:28:26,DELIVERED,WEST
ORD00263,CUST0382,2024-01-19 22:30:20,DELIVERED,WEST
ORD00264,CUST0090,2024-12-01 01:41:53,DELIVERED,WEST
ORD00265,CUST0296,2024-09-11 10:32:47,RETURNED,WEST
ORD00266,CUST0425,2024-08-04 19:27:37,DELIVERED,SOUTH
ORD00267,CUST0487,2026-03-27 00:38:32,PLACED,CENTRAL
ORD00268,CUST0091,2024-01-11 06:46:09,RETURNED,WEST
ORD00269,CUST0474,2026-06-01 05:27:18,PLACED,SOUTH
ORD00270,CUST0297,2026-05-10 09:39:20,CANCELLED,EAST
ORD00271,CUST0312,2026-02-06 13:24:04,DELIVERED,NORTH
ORD00272,CUST0158,2025-02-12 01:18:33,DELIVERED,WEST
ORD00273,CUST0295,2025-10-10 00:43:54,RETURNED,SOUTH
ORD00274,,2025-03-06 15:24:00,RETURNED,CENTRAL
ORD00275,CUST0596,2026-01-16 09:48:46,CANCELLED,WEST
ORD00276,CUST0123,2025-08-02 17:59:13,DELIVERED,EAST
ORD00277,CUST0060,2024-08-15 00:23:12,CANCELLED,SOUTH
ORD00278,CUST0055,2025-02-27 13:53:15,DELIVERED,EAST
ORD00279,,2025-03-29 02:01:32,RETURNED,CENTRAL
ORD00280,CUST0188,2024-05-26 19:32:16,SHIPPED,EAST
ORD00281,CUST0309,2025-02-25 16:43:26,DELIVERED,NORTH
ORD00282,CUST0361,11-08-2024 06:10:38,DELIVERED,EAST
ORD00283,CUST0422,2025-06-12 15:47:29,SHIPPED,SOUTH
ORD00284,CUST0227,2024-10-19 16:41:12,DELIVERED,CENTRAL
ORD00285,CUST0565,2024-06-26 00:59:16,RETURNED,NORTH
ORD00286,CUST0018,2026-01-14 21:44:07,DELIVERED,SOUTH
ORD00287,CUST0536,2025-06-15 08:22:00,DELIVERED,NORTH
ORD00288,CUST0146,2024-12-17 23:18:25,SHIPPED,NORTH
ORD00289,CUST0115,30-04-2024 18:10:55,DELIVERED,WEST
ORD00290,,16-06-2024 11:43:24,DELIVERED,CENTRAL
ORD00291,CUST0122,28-01-2025 00:59:19,DELIVERED,NORTH
ORD00292,CUST0127,2026-07-23 20:25:51,RETURNED,SOUTH
ORD00293,CUST0030,2024-05-21 00:29:53,DELIVERED,EAST
ORD00294,CUST0357,2025-07-01 03:05:23,DELIVERED,CENTRAL
ORD00295,CUST0584,2024-04-16 03:47:22,DELIVERED,NORTH
ORD00296,CUST0197,2025-03-13 20:22:58,DELIVERED,NORTH
ORD00297,CUST0102,2024-11-28 11:04:18,CANCELLED,WEST
ORD00298,CUST0190,2025-11-13 23:55:48,PLACED,EAST
ORD00299,CUST0435,2024-11-28 20:42:49,DELIVERED,EAST
ORD00300,CUST0113,2026-03-18 08:50:55,DELIVERED,EAST
ORD00301,CUST0042,2024-05-07 18:25:32,PLACED,EAST
ORD00302,CUST0320,2025-11-20 15:52:28,DELIVERED,WEST
ORD00303,CUST0072,2026-01-08 22:30:58,DELIVERED,NORTH
ORD00304,CUST0504,2024-06-12 09:05:31,DELIVERED,NORTH
ORD00305,CUST0405,2025-09-14 08:21:21,RETURNED,SOUTH
ORD00306,CUST0204,2025-06-10 01:06:10,CANCELLED,WEST
ORD00307,CUST0435,2026-02-14 08:10:25,DELIVERED,CENTRAL
ORD00308,CUST0410,2025-07-07 04:16:11,DELIVERED,WEST
ORD00309,CUST0524,2025-03-09 05:47:47,DELIVERED,NORTH
ORD00310,CUST0510,2024-12-24 13:39:36,PLACED,NORTH
ORD00311,CUST0070,2026-02-12 19:48:55,RETURNED,WEST
ORD00312,CUST0335,2024-08-25 06:26:06,DELIVERED,NORTH
ORD00313,CUST0533,2026-02-03 14:04:49,SHIPPED,WEST
ORD00314,CUST0268,2026-04-22 15:33:31,CANCELLED,CENTRAL
ORD00315,,2024-02-19 02:04:41,CANCELLED,NORTH
ORD00316,CUST0323,2025-08-07 14:50:38,PLACED,SOUTH
ORD00317,CUST0311,2024-09-11 23:44:27,PLACED,WEST
ORD00318,CUST0113,2026-06-02 16:27:35,DELIVERED,CENTRAL
ORD00319,CUST0488,2026-05-23 10:24:03,DELIVERED,WEST
ORD00320,CUST0387,2025-07-01 23:59:11,SHIPPED,NORTH
ORD00321,,2024-03-11 02:08:16,DELIVERED,CENTRAL
ORD00322,,2025-06-14 02:57:55,DELIVERED,EAST
ORD00323,CUST0058,2025-01-14 09:30:46,DELIVERED,CENTRAL
ORD00324,CUST0068,2025-04-18 15:57:37,SHIPPED,CENTRAL
ORD00325,CUST0472,2025-10-18 06:56:11,RETURNED,EAST
ORD00326,,2025-12-30 15:40:53,RETURNED,WEST
ORD00327,CUST0331,2026-06-08 09:47:16,DELIVERED,SOUTH
ORD00328,CUST0515,2025-06-11 10:56:50,SHIPPED,WEST
ORD00329,CUST0078,2026-04-12 09:20:25,SHIPPED,EAST
ORD00330,CUST0412,2024-12-16 21:38:22,RETURNED,CENTRAL
ORD00331,CUST0345,2025-02-28 15:47:00,CANCELLED,WEST
ORD00332,CUST0356,2024-04-29 02:09:04,DELIVERED,EAST
ORD00333,CUST0553,2025-05-01 18:38:43,DELIVERED,CENTRAL
ORD00334,CUST0561,2024-10-07 13:17:15,DELIVERED,CENTRAL
ORD00335,CUST0591,2026-02-14 11:39:37,RETURNED,WEST
ORD00336,CUST0546,2025-11-04 18:25:14,DELIVERED,NORTH
ORD00337,CUST0374,2025-12-19 10:45:12,SHIPPED,EAST
ORD00338,CUST0421,2025-05-10 00:15:05,RETURNED,SOUTH
ORD00339,CUST0274,2025-03-21 21:47:53,SHIPPED,CENTRAL
ORD00340,CUST0245,2024-06-25 09:46:14,PLACED,EAST
ORD00341,CUST0574,2025-11-08 12:12:48,RETURNED,SOUTH
ORD00342,CUST0140,2024-02-15 06:29:15,CANCELLED,CENTRAL
ORD00343,CUST0044,2026-01-24 17:30:04,PLACED,NORTH
ORD00344,CUST0306,2024-04-08 18:29:50,DELIVERED,EAST
ORD00345,CUST0093,2025-09-08 13:19:11,DELIVERED,SOUTH
ORD00346,CUST0585,2026-02-16 02:37:00,DELIVERED,CENTRAL
ORD00347,CUST0538,2025-01-26 04:05:05,PLACED,CENTRAL
ORD00348,CUST0321,2025-05-26 12:40:06,DELIVERED,SOUTH
ORD00349,CUST0224,2024-08-12 03:04:13,SHIPPED,EAST
ORD00350,CUST0261,2026-07-04 17:26:33,DELIVERED,NORTH
ORD00351,CUST0434,2026-01-07 15:50:41,RETURNED,SOUTH
ORD00352,CUST0377,23-04-2025 17:27:45,RETURNED,CENTRAL
ORD00353,,2024-03-25 22:19:57,DELIVERED,SOUTH
ORD00354,CUST0394,2025-04-25 10:21:55,DELIVERED,NORTH
ORD00355,CUST0243,2025-11-18 05:58:18,RETURNED,WEST
ORD00356,CUST0262,2025-04-12 09:55:24,CANCELLED,SOUTH
ORD00357,CUST0165,2025-11-12 17:21:32,CANCELLED,WEST
ORD00358,CUST0281,2024-05-04 10:08:29,RETURNED,WEST
ORD00359,CUST0341,2025-10-18 02:56:44,CANCELLED,SOUTH
ORD00360,CUST0519,2024-04-13 02:20:59,DELIVERED,CENTRAL
ORD00361,CUST0465,2024-02-12 11:42:54,DELIVERED,SOUTH
ORD00362,CUST0140,2024-01-05 18:40:27,DELIVERED,EAST
ORD00363,CUST0114,2024-09-02 04:02:49,DELIVERED,SOUTH
ORD00364,CUST0421,2025-05-11 04:03:45,CANCELLED,SOUTH
ORD00365,CUST0336,2025-03-13 18:09:57,DELIVERED,SOUTH
ORD00366,CUST0387,2026-06-05 01:42:05,RETURNED,CENTRAL
ORD00367,CUST0235,2024-05-18 05:17:12,SHIPPED,SOUTH
ORD00368,,2025-10-28 06:40:35,PLACED,EAST
ORD00369,CUST0581,01-07-2024 07:08:40,DELIVERED,WEST
ORD00370,CUST0507,2024-07-03 02:27:38,SHIPPED,EAST
ORD00371,CUST0507,2025-08-16 12:43:59,CANCELLED,CENTRAL
ORD00372,CUST0290,2024-10-21 03:58:14,DELIVERED,SOUTH
ORD00373,,2025-02-10 16:35:29,DELIVERED,SOUTH
ORD00374,CUST0470,13-05-2024 04:34:10,PLACED,EAST
ORD00375,CUST0408,2024-11-25 16:02:52,DELIVERED,CENTRAL
ORD00376,CUST0098,2026-05-15 06:27:51,DELIVERED,SOUTH
ORD00377,CUST0363,2026-07-30 23:16:42,RETURNED,CENTRAL
ORD00378,CUST0047,2024-01-09 07:52:19,DELIVERED,EAST
ORD00379,CUST0380,2024-07-24 10:11:57,DELIVERED,CENTRAL
ORD00380,CUST0174,2026-02-21 13:02:20,DELIVERED,WEST
ORD00381,CUST0325,2026-04-03 23:37:57,SHIPPED,EAST
ORD00382,,2024-07-17 15:23:41,RETURNED,EAST
ORD00383,CUST0441,2025-03-15 12:13:38,SHIPPED,EAST
